gender,SeniorCitizen,Partner,Dependents,tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,1,0,36,1,1,1,1,0,1,1,106.05,0.2527650929384936,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,1,0,16,0,1,0,0,1,1,1,100.0,0.29443790999585057,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,1,0,42,0,0,1,1,1,1,1,108.3,0.24533449958546427,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0,0,0,1,0,0,0,0,0,0,0,20.55,0.6042240797868047,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,60,0,1,1,0,1,1,1,99.65,0.23497561706249898,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,0,0,0,5,0,1,1,0,0,0,1,85.3,0.36482121729002176,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,1,0,22,1,0,0,1,1,0,0,95.9,0.2765595743182461,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,1,0,36,0,0,0,0,0,0,0,20.0,0.33832921099143576,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,0,0,0,4,0,0,0,0,0,0,0,70.4,0.390734968706433,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,0,9,1,0,0,1,0,1,0,64.95,0.34959321516745495,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,1,1,1,0,1,0,0,0,0,0,74.6,0.48739027805397356,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,1,1,12,1,0,0,0,0,0,1,49.2,0.347169557970387,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,23,0,0,0,1,1,1,1,73.75,0.2878864251969143,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0,0,0,62,1,1,0,0,0,1,1,92.3,0.2363864518670534,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,0,0,37,0,0,0,1,1,1,0,98.8,0.25693863340040196,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,8,0,0,0,0,0,0,0,19.2,0.4306117863776162,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0,1,0,31,0,0,1,0,1,0,0,88.65,0.2682611770371575,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,1,1,13,0,0,0,0,0,0,1,74.4,0.322023897806249,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,24,0,0,1,0,1,1,1,98.75,0.2731565574245447,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,1,1,45,0,1,1,0,0,1,1,95.95,0.24650850732568316,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,0,69,0,1,0,1,1,1,0,105.4,0.2286447242091393,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1,0,0,0,2,0,0,0,0,0,0,0,20.25,0.5483089861859068,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0,1,1,61,1,1,0,0,1,1,1,106.0,0.23119860244562448,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0,0,0,41,0,1,1,0,1,1,1,104.7,0.24753980889854404,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,44,0,0,1,0,1,1,1,49.05,0.2759446418693621,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0,0,0,39,0,0,1,1,0,0,0,35.55,0.30234428578723066,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0,1,1,72,1,1,1,1,1,1,1,65.1,0.24386655107869853,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1,0,0,13,0,0,1,0,1,1,1,96.85,0.30527409035934133,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,1,1,51,1,1,0,1,0,1,1,69.75,0.25588265868481236,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,1,0,71,0,1,1,0,1,1,1,99.2,0.22749567896373102,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,1,0,0,22,0,0,0,0,1,1,1,96.7,0.2798252233987778,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,2,0,1,0,1,0,0,1,55.05,0.4620649520653468,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,56,0,1,1,0,1,1,1,106.8,0.23515175145481249,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0,0,0,1,1,0,0,0,0,0,0,51.25,0.5188609920891548,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,1,1,23,1,1,0,1,0,0,1,57.75,0.30336864159539995,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,1,0,66,0,1,1,0,1,0,1,70.85,0.24399888382106688,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,0,0,0,0,19.55,0.6092687075551609,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,1,0,0,19,0,1,0,0,1,0,1,88.2,0.28736529985864373,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,0,11,1,0,1,0,0,0,1,79.5,0.328508281353336,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1,1,8,0,0,0,0,0,0,1,19.75,0.43628672582496186,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,0,1,1,52,1,1,1,0,0,1,0,98.15,0.2418803604826567,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,3,0,0,0,0,0,0,1,20.25,0.5033997769664548,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,1,1,51,1,1,0,0,0,0,1,79.15,0.25079667279687873,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0,0,15,0,0,0,0,0,0,0,75.65,0.30909704565457713,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1,1,0,64,0,1,1,0,0,1,1,94.25,0.23406298451034363,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,37,0,0,1,0,0,1,1,40.2,0.2962642934942443,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,0,0,13,0,0,0,0,0,0,0,19.95,0.40013413061411196,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,0,1,0,49,1,0,0,0,0,0,1,55.35,0.26909073540118883,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,1,0,0,45,0,0,1,0,1,1,1,102.15,0.24402893204732135,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,0,18,0,0,0,0,0,0,1,71.1,0.30477457681186787,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1,0,0,1,0,0,0,0,0,0,1,74.7,0.4872814734220044,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,1,0,68,1,0,1,0,1,1,1,54.1,0.2532061445392475,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,0,0,54,0,0,0,0,0,0,0,19.65,0.31577154827559334,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,1,1,1,23,0,1,1,0,0,1,1,88.45,0.2787734297322349,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,17,0,0,1,0,0,0,1,76.65,0.30217525588106003,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,1,0,71,1,1,1,1,0,1,0,80.4,0.236416022825896,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,1,1,67,0,0,0,0,0,0,1,19.25,0.2999578157687298,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,1,1,14,0,0,0,0,1,0,1,84.8,0.30659725641881147,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,0,1,0,0,0,0,0,0,1,25.8,0.5817415034938157,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0,1,63,0,0,0,0,0,0,0,19.5,0.306124434962357,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,0,0,0,41,0,0,1,1,0,1,1,68.6,0.26516046080599676,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,1,0,17,0,0,0,0,1,1,0,92.6,0.2930247002190863,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,1,0,56,1,0,0,0,1,1,1,100.55,0.23790837837396925,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,0,0,5,0,0,0,0,0,0,0,20.55,0.46724654858515774,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,2,1,1,0,0,0,1,1,42.6,0.48982796081821917,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,1,0,3,0,0,0,0,0,0,1,19.6,0.5124025546072681,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,0,37,1,1,1,1,0,0,0,67.45,0.27248161258009607,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,0,0,29,1,1,1,0,0,1,1,68.85,0.2824255133351961,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,8,0,0,0,0,0,0,0,43.55,0.37937859482411806,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0,0,63,0,1,1,1,1,1,1,109.85,0.22862295251202128,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,1,1,7,0,0,0,0,0,0,0,20.65,0.42965833844029194,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,0,0,3,0,1,0,0,1,1,0,95.4,0.3879880506080535,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,1,1,72,0,0,0,0,0,0,0,21.0,0.29576969963007343,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,19,0,0,0,0,0,1,1,56.2,0.31155650385538175,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,1,0,59,0,0,0,0,0,0,0,18.4,0.3132775821357304,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,0,1,1,2,0,0,1,1,0,1,0,90.0,0.4170505398251316,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,1,1,35,0,0,0,0,0,0,1,25.75,0.3228817116169818,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,0,14,0,0,0,0,0,0,0,19.6,0.3864114723845463,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,14,0,0,1,0,0,0,0,75.35,0.3148804040495381,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,1,1,69,0,0,0,0,0,0,0,19.8,0.29768690024780564,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,1,1,0,7,1,1,0,1,0,0,0,64.2,0.35800113077187323,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,1,1,69,1,1,1,1,1,0,1,75.75,0.23883247932679658,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,1,1,72,0,1,0,1,1,1,1,78.95,0.2363953891939528,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,0,0,0,8,0,1,0,0,1,1,0,100.85,0.3268918484347796,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,1,1,4,1,0,0,0,0,0,0,50.3,0.40790280901761095,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,1,1,63,0,1,1,0,0,0,1,80.3,0.2426728874318272,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,0,0,72,0,0,0,0,0,0,0,19.85,0.29778541801708897,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,46,0,0,0,0,0,0,1,21.1,0.3196703405353202,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,0,1,0,5,0,0,0,0,0,0,0,69.95,0.38037746787779997,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,1,0,30,0,0,1,0,0,0,1,50.0,0.2963963860907231,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,0,63,0,1,1,0,1,1,1,104.75,0.23126458009900835,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,60,0,0,0,0,0,0,0,19.85,0.3099384095535215,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,1,0,63,0,1,1,0,1,1,1,107.5,0.22933361199182611,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0,1,1,25,0,0,0,1,1,0,0,85.9,0.2773069894465155,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,0,1,0,0,0,0,0,0,1,45.85,0.528579249524404,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,1,0,6,0,0,1,0,0,0,1,80.8,0.36030044329122457,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,0,22,0,0,0,0,0,0,0,25.25,0.3476428868150794,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,0,1,1,31,0,1,0,1,1,1,0,80.55,0.2719591252310273,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,1,1,39,0,0,1,1,0,0,1,81.5,0.2617798025663,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,26,0,0,0,0,0,0,0,20.9,0.35283348841868933,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,1,0,53,1,1,1,0,1,1,1,106.1,0.23612420063777342,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,1,0,1,1,0,0,91.7,0.47091057583687407,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,0,12,1,1,0,1,0,0,1,67.25,0.3260518616478647,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,16,0,1,1,0,0,1,1,95.6,0.29377489820056313,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,2,0,0,0,0,0,0,0,20.35,0.5296434831513528,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,39,1,0,0,1,1,0,0,45.05,0.28696806542777575,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,0,0,1,0,0,0,0,0,0,1,74.95,0.48701020363744296,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,1,1,7,1,0,0,1,0,0,0,34.65,0.39933234452658,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0,0,4,0,0,0,0,0,0,0,69.35,0.39540899391388573,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1,0,0,10,0,0,0,0,1,1,1,95.35,0.3219282370555903,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,55,0,1,1,0,0,0,1,81.55,0.24602463799812851,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,1,1,72,0,1,1,0,1,1,1,75.4,0.2381587843673116,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,1,0,10,0,0,1,0,1,1,1,67.8,0.339493276833079,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,0,0,11,0,1,1,1,1,1,1,111.4,0.3074912887458346,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,1,1,15,0,0,0,0,0,0,0,46.3,0.34069484945057854,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,1,1,23,0,0,0,0,0,0,0,20.4,0.35753223368844267,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,0,0,1,1,0,0,0,0,0,0,0,20.05,0.6067096982225896,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,0,0,3,0,0,0,0,0,0,0,45.0,0.4459735220318909,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,1,1,47,1,1,1,0,0,1,1,96.1,0.24711475429816024,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,0,1,15,0,0,0,0,0,0,0,19.65,0.3931986649911502,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,0,0,0,66,0,1,1,0,1,1,0,99.5,0.2302541783172158,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,0,68,0,1,1,1,0,0,1,60.65,0.2512430698290725,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,1,1,17,0,0,1,1,1,1,0,98.6,0.2893219557245534,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,0,7,0,0,0,1,1,0,1,59.5,0.3660101635191521,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,1,0,12,0,0,0,0,0,1,1,80.45,0.3189315588979435,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,0,21,0,1,1,0,0,1,0,71.7,0.29566093709879704,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,0,0,21,0,1,0,1,0,0,1,36.0,0.32958718302774537,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,1,1,56,1,0,0,0,1,0,0,65.2,0.2564904251054837,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,1,1,6,0,0,0,0,0,0,1,48.95,0.39256053624689735,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,0,0,65,0,1,1,0,1,1,1,53.5,0.25642050529720317,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,1,0,42,1,0,0,1,1,1,0,80.45,0.2581874160256852,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0,1,1,68,1,0,1,1,1,1,1,109.05,0.2259820724339825,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,1,1,48,0,0,0,0,0,0,0,26.3,0.30488463247156,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,0,0,50,0,1,0,1,1,1,1,106.8,0.23913075973142509,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,1,0,0,7,0,1,1,0,1,0,1,64.95,0.35571060215865963,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,1,1,63,0,0,0,0,0,0,0,19.35,0.30412403544333894,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,0,0,0,17,0,0,0,0,0,0,0,21.1,0.3706692410025168,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0,1,1,42,0,0,0,0,1,0,1,77.95,0.2580843128498569,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,1,1,4,0,0,0,0,0,0,0,18.85,0.47765535546956134,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,0,1,62,0,0,0,0,0,0,0,26.0,0.29123937544530365,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,1,0,0,2,0,1,0,0,0,0,1,74.7,0.4268193326808455,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,1,0,2,0,0,0,0,0,0,1,70.35,0.4501105086909145,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,1,0,48,1,1,1,0,1,0,1,96.9,0.24635397193137049,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,1,0,27,0,0,0,0,0,0,0,19.55,0.3525788510509819,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,1,1,70,0,1,1,1,1,1,1,80.4,0.2364800673079016,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,0,0,1,0,0,1,0,1,0,1,88.8,0.4734395180370076,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,1,0,46,0,1,1,0,1,0,1,94.65,0.24786306475550104,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0,0,0,30,0,0,0,0,1,1,1,90.25,0.2670774398143112,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,15,1,0,0,0,0,1,1,64.65,0.31651592303214676,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,1,1,69,0,1,1,0,1,0,0,95.75,0.23141380944908557,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,0,0,0,65,0,0,0,0,0,0,1,19.55,0.30597562779090826,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,1,1,1,72,1,0,1,1,1,1,1,104.1,0.22628875389284833,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1,1,1,0,13,0,1,0,1,0,1,1,89.05,0.3080888019197216,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,17,0,0,0,0,0,0,1,20.1,0.391083684347675,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,0,1,0,51,1,0,1,1,1,1,1,111.55,0.23646283911225963,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0,1,1,51,1,1,0,1,0,0,0,60.5,0.26158164678614415,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,1,0,72,1,1,1,1,1,1,1,90.95,0.23166741386003956,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,1,1,67,0,1,1,0,0,0,0,87.4,0.23512260736204088,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0,0,0,34,0,0,0,0,0,0,0,19.7,0.3375864913541624,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0,1,0,67,1,1,0,1,0,1,1,50.95,0.2563743705567762,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,1,0,49,0,0,0,0,0,0,1,20.05,0.32047331653362493,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1,0,1,1,53,0,0,0,0,0,0,1,19.4,0.3107587390150928,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,0,0,0,27,0,0,1,1,0,0,0,59.45,0.29204843135843056,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,0,23,0,1,0,0,1,1,1,94.75,0.27536815832834033,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,0,69,1,1,1,1,0,1,1,81.5,0.2376341189592344,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,1,1,2,0,0,0,1,0,0,0,29.05,0.5307228993294666,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,35,0,0,0,0,1,0,1,86.45,0.26289423636624126,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,1,0,46,1,1,0,1,0,1,0,70.6,0.26008145546069306,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,0,0,54,0,1,0,0,1,1,1,97.2,0.24079910395851206,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,1,0,56,0,1,0,0,1,1,1,98.25,0.23795586422010104,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,1,0,9,0,0,1,0,0,0,1,75.75,0.33925562839096085,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,20,1,0,0,1,0,0,0,59.2,0.30713965059454773,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,11,0,1,0,0,0,0,1,75.9,0.3238771130166433,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,1,0,30,0,1,0,0,1,0,1,90.05,0.2692058402681238,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,1,0,68,1,1,1,0,0,1,0,70.95,0.24397657903756217,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,1,0,38,0,1,1,0,1,1,1,102.6,0.2508940602013137,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,0,17,1,0,1,0,0,0,1,85.35,0.2967816318765388,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,48,0,1,1,0,1,1,1,106.1,0.24116604605084815,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0,0,0,1,0,0,0,0,0,0,0,43.8,0.5326243063087609,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,1,1,63,1,1,1,0,1,1,0,59.0,0.25418574297253443,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0,0,0,3,0,0,1,0,1,1,1,69.95,0.40686311157858535,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,0,0,48,0,0,0,0,0,0,0,24.35,0.30968272195737606,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1,0,0,0,66,0,0,0,1,0,0,0,29.45,0.2821244589996128,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0,1,1,68,0,1,1,0,0,0,1,84.4,0.23628144377972907,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
